employee_id,age,experience_years,education_level,department,skill_level,technical_skill_score,communication_score,leadership_score,problem_solving_score,task_id,task_complexity,required_skill_level,deadline_days,workload_hours,task_priority,team_size,previous_task_success_rate,attendance_rate,performance_rating,idle_time_hours,conflict_rate,allocation_status
910,29,4,Diploma,R&D,Medium,53,93,43,98,1092,Medium,High,1,7,Low,7,81,79,Poor,2,1,Optimal
911,26,7,Master,Operations,High,47,57,63,40,7760,Medium,Low,9,7,Medium,5,78,90,Average,0,1,Suboptimal
912,50,8,Bachelor,IT,Low,94,40,85,90,8375,Medium,Expert,14,7,Medium,7,67,95,Good,1,4,Reassignment Required
913,25,4,Master,IT,Low,66,92,58,89,8837,Low,Low,3,6,Medium,3,61,98,Poor,3,0,Reassignment Required
914,33,9,Diploma,R&D,Low,49,60,54,73,7724,Medium,Low,12,5,Critical,8,64,71,Poor,4,1,Suboptimal
915,23,24,Bachelor,IT,Expert,96,67,95,99,4048,Medium,Expert,17,10,Medium,8,87,74,Good,4,4,Suboptimal
916,48,1,Bachelor,Finance,Expert,89,87,69,98,2467,Low,High,17,5,High,3,63,90,Poor,2,0,Suboptimal
917,52,8,Diploma,IT,Medium,54,55,44,51,6489,Low,Low,2,2,High,3,95,95,Poor,3,3,Suboptimal
918,57,10,Master,Marketing,Medium,76,87,61,56,3698,Medium,Medium,29,9,Low,7,60,96,Poor,5,3,Optimal
919,57,3,PhD,Marketing,Medium,61,67,49,60,9983,Low,High,6,9,Critical,9,74,86,Average,0,4,Suboptimal
920,47,21,Master,Operations,Medium,84,61,82,60,1475,Medium,Medium,1,4,Medium,9,72,73,Poor,4,4,Suboptimal
921,48,21,Master,Finance,High,89,58,96,42,9695,High,Medium,23,10,Low,5,90,76,Poor,1,3,Reassignment Required
922,26,21,Diploma,Marketing,Expert,70,87,78,83,1230,Low,Medium,27,8,Medium,8,76,84,Good,5,2,Suboptimal
923,41,1,Bachelor,R&D,Low,41,40,96,67,8021,High,Low,12,8,Medium,2,65,70,Good,5,0,Suboptimal
924,32,22,Diploma,HR,High,84,70,30,64,7833,Medium,Expert,4,6,Low,9,83,97,Average,1,0,Suboptimal
925,31,28,Master,HR,Medium,70,91,68,83,3256,Low,Low,23,4,High,9,72,98,Good,2,4,Suboptimal
926,59,5,PhD,HR,Medium,53,91,90,45,4970,Low,Medium,16,11,Low,3,80,83,Average,5,0,Suboptimal
927,27,26,PhD,R&D,High,49,81,84,81,5838,Medium,Medium,20,6,Critical,9,83,95,Poor,4,2,Reassignment Required
928,29,13,PhD,IT,Low,69,73,98,69,1383,Low,Expert,11,4,Low,6,81,84,Poor,2,0,Optimal
929,44,0,Diploma,R&D,Expert,75,85,31,71,1760,Low,High,20,4,Medium,4,88,71,Poor,3,4,Optimal
930,47,17,Bachelor,IT,Expert,86,79,46,61,6243,Low,Medium,20,2,High,9,83,89,Good,1,1,Reassignment Required
931,33,6,Diploma,HR,Low,79,45,58,97,4952,High,Low,26,5,Low,4,71,95,Average,1,1,Suboptimal
932,47,0,PhD,Operations,Expert,54,67,33,77,1942,Medium,Medium,28,10,High,5,79,71,Good,2,4,Reassignment Required
933,34,0,Master,Operations,Medium,53,42,93,53,3695,Medium,Medium,10,7,High,4,93,85,Good,3,1,Suboptimal
934,39,0,Bachelor,IT,Medium,70,70,72,73,2296,Medium,High,8,7,High,8,74,71,Average,5,0,Optimal
935,46,23,Diploma,HR,Medium,68,55,41,82,3147,Low,Expert,2,7,High,9,63,85,Average,0,4,Optimal
936,54,3,Diploma,R&D,Medium,66,56,79,86,7874,Low,Medium,8,6,Medium,5,73,86,Excellent,3,4,Optimal
937,33,3,Bachelor,Operations,Low,60,83,97,97,5396,Low,High,26,3,Medium,4,60,87,Excellent,2,4,Suboptimal
938,57,28,Bachelor,IT,Expert,48,66,90,65,1608,Medium,High,27,6,Medium,2,92,88,Excellent,5,1,Suboptimal
939,25,17,Master,R&D,Expert,59,90,80,79,1881,High,Medium,1,11,Medium,2,88,85,Average,5,3,Reassignment Required
940,26,26,Bachelor,HR,High,74,63,34,93,8316,Medium,Medium,29,4,Medium,2,69,73,Poor,5,1,Suboptimal
941,58,10,Master,Finance,Low,97,59,57,52,5891,Medium,Expert,23,11,Critical,2,95,86,Good,2,4,Suboptimal
942,29,26,PhD,HR,Expert,54,71,39,69,7480,High,Low,7,3,Critical,9,73,70,Good,3,0,Optimal
943,49,0,PhD,HR,Expert,63,74,81,58,8505,Low,Low,22,5,Low,3,81,92,Excellent,2,3,Suboptimal
944,52,27,Diploma,R&D,High,88,52,46,81,2994,Low,Expert,14,11,High,8,92,90,Poor,1,4,Reassignment Required
945,30,9,PhD,R&D,Medium,96,87,94,80,2323,Medium,High,4,10,Critical,6,87,82,Average,2,1,Reassignment Required
946,50,8,PhD,Marketing,Expert,55,82,50,89,8768,High,High,21,8,Medium,2,66,76,Good,0,2,Optimal
947,35,22,Master,Marketing,Medium,75,59,83,78,2011,Medium,Expert,17,11,High,7,95,95,Poor,1,4,Suboptimal
948,43,3,Diploma,R&D,High,50,98,78,42,7903,Medium,Low,2,10,Medium,3,95,78,Good,4,0,Optimal
949,32,27,Bachelor,R&D,Expert,96,87,51,70,1688,High,High,26,4,Medium,5,93,83,Good,1,2,Optimal
950,44,5,Diploma,Finance,Medium,47,91,98,51,5068,High,Low,23,3,Low,4,96,70,Good,1,2,Reassignment Required
951,22,29,PhD,Finance,Low,42,41,93,54,4447,Low,High,2,10,High,4,65,77,Average,1,1,Optimal
952,58,15,Bachelor,HR,Medium,58,43,65,93,8897,Medium,Low,8,7,Medium,3,94,79,Average,5,1,Optimal
953,42,1,Diploma,Operations,Medium,85,66,50,92,8255,High,Expert,7,11,Medium,7,86,73,Good,3,3,Reassignment Required
954,47,22,Diploma,Finance,Medium,80,99,85,84,9075,High,Low,26,5,Low,7,89,94,Average,4,4,Optimal
955,57,17,Diploma,HR,Medium,42,64,77,77,9632,High,High,8,5,High,9,91,82,Poor,0,3,Optimal
956,44,9,Diploma,IT,Low,75,43,47,79,3462,High,High,20,11,Critical,4,78,87,Poor,1,3,Suboptimal
957,22,23,Master,Marketing,High,64,99,44,53,6123,Medium,High,17,11,High,7,81,78,Good,3,2,Suboptimal
958,36,23,Diploma,Operations,Medium,99,71,73,74,5178,Medium,Medium,23,7,Medium,2,80,77,Excellent,2,1,Suboptimal
959,42,16,PhD,HR,Medium,75,56,74,55,7149,Medium,Medium,17,8,Critical,8,64,99,Poor,4,2,Suboptimal
960,30,12,PhD,R&D,Expert,50,40,65,89,2752,High,High,7,11,Low,4,80,75,Average,5,4,Reassignment Required
961,30,23,Master,IT,Expert,90,72,69,63,5629,Low,Expert,25,6,Low,2,79,90,Average,0,3,Reassignment Required
962,31,17,Bachelor,Marketing,Low,55,69,80,56,6916,High,High,5,9,Medium,2,97,88,Poor,4,3,Suboptimal
963,47,21,Bachelor,IT,Low,94,44,59,57,5546,Medium,Expert,15,11,High,4,90,85,Excellent,0,4,Optimal
964,56,12,PhD,HR,Low,93,93,55,81,4359,Medium,High,2,2,Medium,8,96,70,Good,0,3,Optimal
965,46,16,PhD,Finance,Expert,56,51,60,56,6013,Medium,High,11,2,High,3,65,84,Poor,2,1,Optimal
966,47,4,Master,Marketing,Medium,81,77,85,55,8604,Low,Expert,17,5,Low,5,90,75,Average,0,1,Suboptimal
967,32,10,Bachelor,IT,Expert,63,71,90,60,5014,Low,Low,24,9,Medium,9,83,79,Excellent,2,3,Optimal
968,59,6,Bachelor,Finance,High,56,77,46,63,1899,Medium,Medium,13,9,Medium,3,77,74,Good,1,4,Reassignment Required
969,23,28,Diploma,Operations,Low,87,96,53,73,2189,High,High,4,7,Critical,6,88,77,Average,4,2,Suboptimal
970,28,9,Diploma,HR,Low,59,56,33,91,1652,Medium,Expert,24,6,Medium,6,71,70,Good,0,3,Suboptimal
971,39,16,Diploma,HR,Low,61,97,38,75,8996,Medium,Expert,18,11,High,2,71,82,Good,2,0,Optimal
972,48,14,Master,Marketing,High,45,93,31,82,1982,Low,Medium,29,11,Critical,2,88,95,Excellent,1,1,Suboptimal
973,55,17,PhD,IT,Medium,46,84,64,66,1575,Low,Medium,14,3,High,3,66,85,Good,4,0,Optimal
974,48,22,Master,Operations,Medium,53,79,67,78,9524,Low,Low,19,6,Critical,8,75,86,Average,1,0,Suboptimal
975,38,21,Bachelor,R&D,Medium,50,71,74,56,5307,Low,High,3,6,Low,3,71,76,Good,3,0,Optimal
976,45,18,PhD,Marketing,Low,51,63,44,64,9480,Medium,Medium,4,3,High,2,80,84,Good,4,3,Optimal
977,46,29,Diploma,R&D,Medium,85,51,71,90,7753,High,Low,25,9,High,7,63,93,Poor,2,3,Optimal
978,28,25,Master,Marketing,Expert,44,86,32,77,8740,Medium,High,9,11,Medium,5,76,83,Poor,0,0,Optimal
979,27,1,Master,IT,Low,44,70,60,81,2055,Medium,High,21,6,Low,5,87,95,Average,2,3,Optimal
980,45,25,Diploma,Operations,High,59,58,81,60,7026,High,Expert,23,6,Critical,6,90,97,Good,5,0,Reassignment Required
981,54,3,Master,IT,High,93,68,70,43,5369,Medium,Medium,14,2,Critical,7,67,86,Poor,2,0,Reassignment Required
982,50,2,Diploma,HR,Medium,94,60,86,64,2324,High,Low,29,2,Low,5,85,94,Average,2,2,Optimal
983,43,6,Bachelor,R&D,Low,97,65,71,98,4595,Low,Low,25,2,Medium,4,99,92,Good,4,2,Reassignment Required
984,47,23,PhD,Finance,Expert,54,91,82,99,4827,Low,Expert,17,9,High,2,90,76,Average,4,2,Optimal
985,49,17,Bachelor,HR,Expert,65,67,85,69,3323,Low,Low,29,11,High,3,78,93,Good,3,4,Optimal
986,42,9,Bachelor,HR,Low,72,56,82,96,2882,High,Low,2,3,Medium,2,66,83,Excellent,5,1,Reassignment Required
987,28,6,Diploma,R&D,Medium,96,48,61,72,2153,Medium,High,14,9,Critical,9,64,77,Poor,1,3,Reassignment Required
988,38,7,Master,Marketing,High,69,60,83,78,4370,Low,Medium,22,7,Medium,4,72,82,Excellent,5,2,Optimal
989,41,5,Bachelor,HR,High,63,89,66,65,9288,Low,Expert,16,6,High,5,77,70,Good,2,1,Reassignment Required
990,41,21,Bachelor,Operations,Expert,62,99,37,64,1276,Medium,Medium,19,7,Low,2,77,73,Excellent,3,1,Suboptimal
991,43,25,Bachelor,HR,Expert,48,73,40,92,6404,Low,Low,16,5,Critical,4,79,98,Excellent,3,3,Reassignment Required
992,49,0,Master,Operations,Expert,42,50,83,55,6292,Low,Low,11,4,Medium,7,82,98,Poor,4,4,Optimal
993,28,3,Master,IT,High,97,94,89,88,9523,High,Low,28,5,High,5,95,80,Excellent,1,0,Suboptimal
994,22,13,Diploma,Marketing,Expert,75,59,39,63,5198,Medium,Medium,27,10,Critical,8,99,78,Good,3,2,Reassignment Required
995,53,16,Bachelor,Operations,High,87,88,99,44,4696,High,Expert,14,9,Medium,6,92,88,Good,0,4,Reassignment Required
996,34,19,PhD,HR,High,46,92,71,93,4202,Low,Expert,7,9,Low,7,66,91,Excellent,3,3,Reassignment Required
997,51,17,Master,Marketing,Medium,61,89,66,94,3086,Low,High,5,2,Critical,6,99,73,Poor,4,4,Reassignment Required
998,44,10,Diploma,Marketing,Medium,53,86,87,81,1306,Medium,Expert,26,6,Low,6,64,70,Poor,2,1,Reassignment Required
999,40,28,Bachelor,Operations,Medium,87,78,88,78,1883,Low,High,8,7,High,7,91,88,Excellent,4,4,Optimal
1000,53,20,PhD,Operations,Expert,68,55,53,52,7663,High,Low,29,10,Critical,4,68,88,Poor,4,2,Reassignment Required
1001,51,25,Master,Finance,High,89,96,57,69,7189,High,Expert,17,11,Low,4,89,98,Excellent,1,4,Suboptimal
1002,50,13,PhD,Finance,Expert,55,68,66,99,5289,Medium,High,25,11,Medium,3,91,88,Excellent,5,4,Reassignment Required
1003,50,8,Master,Marketing,High,87,40,50,46,4589,Medium,High,14,7,Low,3,98,80,Average,0,1,Reassignment Required
1004,51,26,Diploma,R&D,Medium,73,99,62,86,4641,Low,Medium,27,2,High,6,63,75,Excellent,0,4,Optimal
1005,37,14,PhD,R&D,Medium,49,57,31,56,8336,Medium,Low,10,2,Medium,2,84,94,Poor,5,1,Optimal
1006,40,11,Bachelor,Finance,Expert,46,98,57,94,6108,Medium,Expert,22,8,Low,5,81,76,Good,1,2,Suboptimal
1007,39,9,Bachelor,HR,High,64,61,44,66,3162,Low,Expert,12,4,Critical,3,67,92,Excellent,1,2,Optimal
1008,22,18,Master,IT,Expert,66,47,30,74,7709,Low,Expert,5,8,Low,5,61,70,Average,3,0,Suboptimal
1009,35,23,Bachelor,Marketing,Low,54,46,57,44,6167,High,High,8,6,Critical,7,96,98,Average,5,0,Reassignment Required
1010,23,18,PhD,IT,Expert,71,64,79,81,4141,High,Expert,28,2,Critical,9,94,84,Average,0,1,Optimal
1011,49,5,Diploma,Finance,Medium,67,69,64,44,7131,Medium,Expert,12,9,Low,2,96,94,Average,4,0,Reassignment Required
1012,51,19,Master,Operations,High,48,73,57,63,5603,Low,Expert,4,10,High,6,81,73,Poor,5,0,Reassignment Required
1013,59,23,PhD,Marketing,High,46,83,38,46,1154,Medium,Low,28,7,Critical,8,60,82,Good,3,3,Optimal
1014,25,26,Master,Finance,Expert,98,87,53,46,4630,High,Low,13,3,High,5,98,93,Excellent,0,0,Optimal
1015,22,5,Diploma,HR,Medium,95,80,92,93,9652,Medium,High,25,10,Critical,7,92,81,Excellent,5,4,Optimal
1016,29,7,Master,Marketing,Low,55,91,33,94,2396,High,Medium,21,3,Critical,9,63,70,Good,2,2,Reassignment Required
1017,50,0,Bachelor,Marketing,Expert,65,50,85,53,9982,High,Expert,17,7,Low,6,68,77,Excellent,4,0,Optimal
1018,24,21,Bachelor,R&D,High,74,54,70,94,7797,Medium,Expert,24,11,Critical,8,67,94,Excellent,5,1,Suboptimal
1019,53,16,Master,Operations,Medium,56,74,96,54,7594,High,High,25,5,Medium,5,81,90,Average,4,3,Suboptimal
1020,31,16,Diploma,Marketing,High,62,62,77,44,4709,High,Expert,21,7,Low,2,80,92,Average,3,3,Optimal
1021,31,23,Diploma,Operations,High,47,92,87,76,2867,Low,Medium,29,5,Medium,3,87,80,Poor,0,2,Suboptimal
1022,40,14,Bachelor,Finance,High,41,84,68,43,1576,Medium,High,5,4,Medium,4,96,79,Good,1,2,Optimal
1023,55,6,Diploma,HR,High,70,60,54,69,8263,Medium,Low,6,9,Critical,6,61,71,Poor,2,1,Reassignment Required
1024,54,18,Master,HR,Low,96,67,89,59,4764,Medium,Medium,9,6,High,3,76,86,Excellent,4,1,Suboptimal
1025,44,21,PhD,Marketing,Medium,91,52,76,92,9553,High,Expert,5,2,Low,5,90,97,Average,1,1,Suboptimal
1026,49,24,Master,Marketing,Expert,97,73,90,65,1456,High,Medium,2,9,High,7,72,82,Average,1,3,Suboptimal
1027,53,22,Bachelor,Finance,Medium,98,77,56,48,4561,High,Low,3,4,Low,7,77,96,Average,1,3,Suboptimal
1028,28,27,Bachelor,R&D,Medium,96,45,71,69,4110,Medium,High,11,5,Medium,3,83,91,Good,1,1,Suboptimal
1029,50,2,Bachelor,R&D,Medium,71,83,81,98,4529,Low,Medium,10,10,Critical,4,90,78,Excellent,3,0,Reassignment Required
1030,29,29,Diploma,R&D,Expert,68,43,77,83,5907,Medium,High,3,4,Critical,6,92,85,Good,5,0,Suboptimal
1031,22,29,Master,Operations,Medium,42,44,61,87,5968,Medium,High,9,6,Critical,6,90,97,Average,5,1,Optimal
1032,24,28,PhD,R&D,Expert,47,94,53,61,9541,Medium,Expert,8,9,High,3,86,86,Good,4,1,Suboptimal
1033,45,21,Master,HR,Expert,98,79,32,79,5547,Low,Expert,16,7,Critical,9,95,99,Average,1,3,Optimal
1034,44,10,PhD,Operations,Low,41,45,56,80,5083,Medium,High,29,4,Critical,9,80,79,Good,1,0,Optimal
1035,29,19,Master,Finance,High,70,60,69,83,1108,Low,Low,29,9,High,2,64,86,Good,0,2,Reassignment Required
1036,58,29,Bachelor,HR,Expert,90,67,52,69,8751,Low,High,22,6,High,5,70,89,Average,4,2,Suboptimal
1037,24,28,PhD,HR,High,88,42,36,59,2231,Medium,Low,21,7,Critical,3,93,79,Excellent,5,4,Reassignment Required
1038,54,18,Master,IT,Medium,76,62,66,67,1576,Medium,Medium,26,4,Critical,2,93,91,Excellent,2,2,Suboptimal
1039,49,8,Diploma,Finance,High,59,47,36,46,1240,Medium,High,2,9,Medium,6,62,83,Good,1,0,Suboptimal
1040,29,9,Diploma,Finance,High,68,58,51,92,8566,High,Medium,25,5,Critical,5,65,84,Average,3,3,Reassignment Required
1041,55,1,Master,IT,High,56,92,46,43,6809,Low,High,10,10,High,6,79,78,Poor,5,0,Reassignment Required
1042,56,0,Bachelor,Operations,Medium,49,50,48,67,7721,Medium,Medium,24,6,Low,4,63,71,Good,1,0,Optimal
1043,53,29,PhD,R&D,Medium,80,89,68,94,1370,Low,Low,14,2,Critical,7,96,83,Poor,1,2,Optimal
1044,45,15,Master,R&D,Expert,61,49,65,74,7054,High,Medium,5,10,Low,8,98,90,Average,5,1,Optimal
1045,35,17,Diploma,R&D,Expert,45,97,44,72,1097,High,Medium,22,9,Critical,2,66,76,Excellent,1,4,Reassignment Required
1046,53,22,PhD,R&D,Low,82,67,92,46,6606,Medium,Expert,25,6,Critical,9,76,97,Excellent,4,2,Suboptimal
1047,37,25,Diploma,R&D,Medium,73,59,58,48,9156,Low,High,1,4,Medium,4,97,73,Average,4,2,Optimal
1048,25,16,Diploma,IT,Low,70,83,89,73,3455,High,High,13,10,Critical,4,95,82,Good,1,2,Reassignment Required
1049,58,5,Master,Finance,Medium,94,91,85,78,4446,High,High,4,8,High,4,93,91,Excellent,3,4,Optimal
1050,42,13,Diploma,Operations,High,51,67,69,81,5811,Low,High,21,9,Critical,9,65,91,Good,2,3,Suboptimal
1051,35,22,PhD,HR,Low,51,68,45,73,8827,High,Expert,9,4,Low,9,98,73,Excellent,0,2,Reassignment Required
1052,52,24,Bachelor,R&D,Low,55,47,62,52,3691,Low,Low,16,7,Critical,2,61,73,Excellent,2,3,Reassignment Required
1053,39,14,Master,IT,Low,64,58,45,68,1972,Medium,Medium,28,5,High,5,77,78,Good,5,3,Suboptimal
1054,28,13,PhD,Operations,Medium,61,92,59,74,8806,Low,Medium,21,4,Critical,8,86,80,Average,3,0,Reassignment Required
1055,31,23,Master,Operations,Expert,66,87,95,84,3923,Medium,Low,21,5,Low,6,98,70,Good,5,1,Reassignment Required
1056,28,21,Diploma,Operations,Low,63,98,73,49,6001,Low,Medium,28,3,Critical,5,78,82,Poor,5,4,Reassignment Required
1057,54,2,Diploma,IT,Expert,51,60,67,69,1808,High,Expert,28,6,Medium,7,91,90,Excellent,5,1,Optimal
1058,44,23,PhD,HR,Medium,92,57,80,83,8476,Medium,High,19,9,Critical,5,83,96,Excellent,5,3,Suboptimal
1059,42,22,PhD,R&D,Low,57,48,89,65,6963,Low,High,24,6,Low,5,93,94,Good,3,3,Optimal
1060,40,18,Bachelor,Operations,Medium,84,43,47,74,6935,Medium,Expert,14,3,Low,6,84,78,Average,2,4,Suboptimal
1061,40,24,PhD,IT,Expert,86,80,34,67,5230,Low,High,23,8,Low,6,83,94,Excellent,2,1,Reassignment Required
1062,57,11,PhD,Finance,Expert,55,64,69,68,1327,Low,Medium,24,9,Medium,2,84,87,Poor,5,0,Suboptimal
1063,50,1,Master,IT,Low,43,73,35,91,1682,Medium,Low,20,5,Critical,7,71,76,Poor,1,1,Reassignment Required
1064,39,2,Diploma,IT,Expert,51,48,41,45,1123,Medium,Low,8,4,Low,3,89,83,Good,2,2,Reassignment Required
1065,23,17,PhD,IT,High,88,48,41,42,1753,Medium,Medium,10,9,Medium,9,65,95,Excellent,5,1,Suboptimal
1066,22,28,Bachelor,Operations,High,72,57,51,68,9114,High,Low,20,11,Medium,9,89,93,Average,2,3,Reassignment Required
1067,26,0,PhD,IT,Low,61,50,78,96,2606,Low,Low,1,3,Low,6,92,86,Average,1,4,Optimal
1068,41,19,Diploma,Finance,Medium,57,52,79,41,7525,Low,High,20,8,High,6,74,87,Good,3,2,Suboptimal
1069,32,20,PhD,Operations,Medium,93,77,33,94,4578,Medium,Medium,5,11,Critical,7,88,70,Excellent,4,3,Suboptimal
1070,23,28,Master,Finance,Medium,87,48,79,61,5666,Low,Expert,26,9,Low,3,73,98,Average,1,1,Suboptimal
1071,24,5,Diploma,Marketing,High,72,55,32,85,8208,Low,Low,15,6,Critical,6,84,78,Good,2,4,Reassignment Required
1072,44,4,PhD,IT,Expert,66,43,45,86,3845,Low,Medium,8,8,Medium,5,64,79,Excellent,0,2,Optimal
1073,33,0,Master,R&D,High,81,73,43,89,3938,Medium,Expert,28,10,Critical,7,61,85,Average,2,1,Suboptimal
1074,41,18,Diploma,R&D,Expert,58,46,93,66,7319,Low,Expert,10,9,High,6,75,80,Poor,0,2,Reassignment Required
1075,26,0,PhD,Operations,High,87,54,70,90,3427,Low,High,6,6,Critical,2,98,90,Excellent,1,0,Optimal
1076,58,26,Master,R&D,Medium,53,96,97,61,9356,High,High,15,5,Low,6,97,73,Good,4,0,Reassignment Required
1077,59,20,Bachelor,Operations,Medium,64,77,88,49,9156,High,Low,15,4,Low,3,76,93,Average,4,4,Reassignment Required
1078,51,20,Master,IT,Medium,73,50,31,91,7907,Medium,Medium,27,7,Low,5,90,88,Average,0,0,Optimal
1079,30,15,Bachelor,HR,Low,63,71,39,88,8732,Low,Medium,10,5,Critical,3,60,77,Good,3,3,Reassignment Required
1080,55,11,PhD,HR,Low,77,66,55,88,6886,Low,High,21,5,Low,9,65,72,Excellent,0,1,Optimal
1081,56,26,Master,Finance,Expert,99,69,33,58,6168,High,High,19,8,Critical,7,90,91,Excellent,0,2,Suboptimal
1082,43,28,Bachelor,IT,Low,93,91,57,63,4281,Medium,High,4,11,Critical,6,65,73,Poor,5,2,Suboptimal
1083,45,21,Diploma,R&D,High,62,56,31,66,9810,Medium,Low,22,6,Low,6,95,98,Average,1,0,Optimal
1084,38,7,Master,IT,High,44,75,95,75,3712,Low,Medium,6,2,High,8,67,99,Good,2,2,Reassignment Required
1085,31,25,PhD,Marketing,Expert,83,58,45,82,5954,High,Low,15,6,Low,2,88,77,Poor,3,2,Suboptimal
1086,51,15,Diploma,HR,Expert,98,46,86,56,4723,High,Medium,6,7,Medium,5,68,92,Average,5,1,Optimal
1087,44,27,Bachelor,R&D,Medium,75,82,52,95,2686,High,High,18,2,Medium,6,81,81,Average,5,4,Optimal
1088,53,0,Master,HR,Low,93,84,52,49,8440,Low,Low,11,4,High,8,69,74,Average,0,2,Reassignment Required
1089,38,3,Master,IT,Medium,63,98,50,93,2606,Low,Expert,12,7,Medium,2,83,98,Good,1,0,Reassignment Required
1090,38,9,PhD,R&D,Low,75,97,54,56,5239,Low,Low,8,8,High,2,99,99,Good,5,0,Suboptimal
1091,35,10,Diploma,Finance,Low,44,60,87,83,9810,High,Low,24,8,Critical,3,61,98,Good,3,4,Suboptimal
1092,30,16,Master,IT,Expert,78,67,66,49,6103,Medium,Expert,22,8,Medium,5,79,72,Poor,4,2,Suboptimal
1093,23,24,Master,Finance,Medium,45,42,78,49,9545,Low,Expert,14,10,High,4,76,74,Average,4,2,Reassignment Required
1094,46,26,Diploma,R&D,Medium,84,53,44,77,1280,Low,High,4,3,Low,7,92,99,Average,1,2,Suboptimal
1095,30,22,Master,HR,Low,75,41,57,56,5932,Medium,Expert,18,4,Medium,8,73,73,Poor,3,4,Optimal
1096,43,6,Diploma,Marketing,Low,84,68,96,65,4550,Medium,Expert,6,8,Medium,2,91,93,Poor,2,0,Optimal
1097,25,11,Diploma,Operations,Expert,43,57,33,65,2959,High,Low,6,7,High,4,96,80,Good,1,2,Suboptimal
1098,47,20,Diploma,HR,High,49,76,76,90,1389,Low,Low,26,2,Critical,3,83,90,Average,5,2,Reassignment Required
1099,50,6,PhD,Finance,Medium,91,84,79,73,6183,High,High,19,11,High,2,79,95,Excellent,5,3,Suboptimal
1100,55,11,Diploma,IT,Medium,40,84,89,43,4867,Low,Expert,2,8,High,7,65,95,Excellent,2,1,Optimal
1101,44,14,Diploma,R&D,Expert,60,63,91,89,5360,High,Medium,4,3,Medium,9,92,85,Poor,0,4,Suboptimal
1102,58,1,Bachelor,HR,Expert,79,95,96,66,3053,High,Low,24,5,High,5,87,90,Poor,2,1,Optimal
1103,32,13,Bachelor,Marketing,Medium,78,85,72,60,6008,Medium,High,5,8,Low,9,70,87,Poor,1,4,Reassignment Required
1104,27,12,PhD,R&D,Medium,76,51,87,75,9359,Low,Low,15,5,High,4,95,94,Excellent,3,1,Optimal
1105,39,3,Diploma,Finance,Low,42,92,81,77,7316,Medium,Low,3,7,Low,5,79,75,Excellent,2,3,Suboptimal
1106,42,13,Bachelor,R&D,High,86,84,98,85,3166,Medium,Medium,29,10,Low,4,65,96,Good,0,1,Reassignment Required
1107,57,13,Bachelor,R&D,Medium,70,71,75,70,9106,Medium,High,16,6,High,8,67,85,Good,3,2,Reassignment Required
1108,59,15,Master,IT,Expert,66,57,54,46,7272,Low,Medium,13,4,Critical,3,78,70,Average,4,1,Reassignment Required
1109,55,6,Diploma,Operations,Low,56,52,54,83,1186,High,Medium,12,7,Low,2,74,88,Good,4,1,Suboptimal
1110,38,18,Bachelor,Finance,Low,62,43,64,73,6182,High,High,21,5,Low,2,81,89,Average,3,0,Optimal
1111,58,1,PhD,IT,Expert,52,62,90,57,3645,Low,Expert,9,10,Low,3,61,85,Good,5,4,Suboptimal
1112,46,9,Master,Operations,Expert,86,93,44,63,2216,Low,Medium,11,3,Critical,9,87,79,Good,5,1,Optimal
1113,59,17,Master,IT,Low,66,49,64,52,5627,High,Expert,8,11,High,7,95,95,Good,1,2,Reassignment Required
1114,33,28,Diploma,Operations,Expert,90,94,58,52,2205,High,Low,28,6,Critical,7,95,83,Excellent,2,2,Optimal
1115,44,16,Diploma,Operations,Low,59,44,67,64,7703,Medium,High,26,10,High,6,77,87,Excellent,2,4,Reassignment Required
1116,43,4,Master,Operations,Expert,85,89,98,44,1227,High,High,7,11,Low,4,71,82,Poor,5,3,Reassignment Required
1117,42,11,PhD,IT,Low,92,79,53,78,3613,Medium,Low,4,8,Medium,7,78,96,Good,3,4,Reassignment Required
1118,48,5,Diploma,R&D,Medium,52,53,48,68,3136,High,Low,2,6,Low,7,85,82,Excellent,2,2,Reassignment Required
1119,52,21,Diploma,Operations,Medium,83,99,75,83,8311,High,Low,28,9,High,4,84,95,Average,4,3,Suboptimal
1120,27,8,Master,R&D,Expert,63,73,78,96,7958,High,Medium,25,3,Critical,6,87,84,Good,3,3,Optimal
1121,48,19,Master,Finance,High,94,67,73,85,1249,Medium,Medium,19,5,Low,9,74,73,Excellent,5,0,Suboptimal
1122,55,0,Diploma,Marketing,Medium,80,47,55,72,3272,Medium,Medium,22,7,Low,3,69,87,Poor,2,1,Reassignment Required
1123,33,21,Bachelor,R&D,Low,98,55,54,63,7038,High,Medium,29,8,High,5,98,84,Poor,0,0,Optimal
1124,28,14,Diploma,Marketing,High,42,70,64,49,4018,Medium,Medium,23,9,High,5,93,75,Average,5,1,Optimal
1125,31,20,Bachelor,Operations,Low,82,46,65,97,3215,Medium,Expert,12,5,Medium,3,72,98,Average,5,0,Optimal
1126,38,25,Master,Marketing,Low,49,42,43,64,3157,Medium,Expert,3,10,Low,5,75,79,Excellent,1,3,Suboptimal
1127,47,5,Bachelor,Marketing,Medium,40,68,85,80,2796,Medium,Medium,19,8,Low,3,99,84,Poor,0,1,Optimal
1128,42,18,PhD,Operations,Expert,88,75,35,49,4244,Low,High,3,3,Low,4,90,94,Excellent,5,2,Optimal
